08:38:43.696 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.crk.journalApp.JournalAppApplicationTests], using SpringBootContextLoader
09:10:03.232 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@222eb8aa, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@93cf163, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1852a3ff, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7203c7ff, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@25bfcafd, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4b6690c0, org.springframework.test.context.transaction.TransactionalTestExecutionListener@46268f08, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2a76840c, org.springframework.test.context.event.EventPublishingTestExecutionListener@71454b9d, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@eda25e5, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@7cf6a5f9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@623e088f, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@39fcbef6, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@66565121, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@2fc6f97f]
09:10:03.576 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
09:10:03.595 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17 ms. Found 2 MongoDB repository interfaces.
09:10:03.812 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.1"}, "os": {"type": "Darwin", "name": "Mac OS X", "architecture": "aarch64", "version": "15.6.1"}, "platform": "Java/Eclipse Adoptium/17.0.17+10"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='chinmaykhiste2006_db_user', source='admin', password=<hidden>, mechanismProperties=<hidden>}, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@e784320]}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster01c.hibgdkh.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-6425or-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
09:10:03.836 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017 to client view of cluster
09:10:03.843 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017 to client view of cluster
09:10:03.843 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017 to client view of cluster
09:10:03.915 [main] INFO  org.mongodb.driver.cluster - No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@22825e1e from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out
09:10:04.081 [cluster-rtt-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:792955}] to ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017
09:10:04.081 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:788744}] to ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017
09:10:04.081 [cluster-rtt-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:888907}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
09:10:04.082 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:888907}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
09:10:04.083 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:792955}] to ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017
09:10:04.083 [cluster-rtt-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:788744}] to ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017
09:10:04.086 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=108364166, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=215, topologyVersion=TopologyVersion{processId=6942e106ebe896785ed4d2f2, counter=3}, lastWriteDate=Wed Jan 07 09:10:03 IST 2026, lastUpdateTimeNanos=74157998394125}
09:10:04.086 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=110049125, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000eb, setVersion=215, topologyVersion=TopologyVersion{processId=6942e0c5eb7e682a3b8130f7, counter=6}, lastWriteDate=Wed Jan 07 09:10:03 IST 2026, lastUpdateTimeNanos=74158000557416}
09:10:04.086 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=110925625, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=215, topologyVersion=TopologyVersion{processId=6942e0856c5c22d6723abc59, counter=4}, lastWriteDate=Wed Jan 07 09:10:03 IST 2026, lastUpdateTimeNanos=74158000952375}
09:10:04.087 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff00000000000000eb from replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
09:10:04.087 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 215 from replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
09:10:04.087 [cluster-ClusterId{value='695dd5936abef265473fe376', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
09:10:04.205 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:888576}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
09:10:04.373 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@37d699a1, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7f42b194, org.springframework.security.web.context.SecurityContextPersistenceFilter@62cf6a84, org.springframework.security.web.header.HeaderWriterFilter@1c1fa494, org.springframework.web.filter.CorsFilter@8eb6f9a, org.springframework.security.web.authentication.logout.LogoutFilter@70fede7d, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@1796b2d4, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@50cbcca7, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3404e5c4, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@29170a47, org.springframework.security.web.session.SessionManagementFilter@7eaa2bc6, org.springframework.security.web.access.ExceptionTranslationFilter@23121d14, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5ebbde60]
09:10:04.598 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.crk.journalApp.service.UserServiceTests], using SpringBootContextLoader
09:10:04.599 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.crk.journalApp.service.UserServiceTests]: no resource found for suffixes {-context.xml, Context.groovy}.
09:10:04.599 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.crk.journalApp.service.UserServiceTests]: UserServiceTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
09:10:04.601 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.crk.journalApp.JournalApplication for test class com.crk.journalApp.service.UserServiceTests
09:10:04.602 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
09:10:04.602 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5d37aa0f, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6076c66, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@485c84d7, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@1224e1b6, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@72a3462f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@4ffa7041, org.springframework.test.context.transaction.TransactionalTestExecutionListener@632c3f55, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@56b05bd7, org.springframework.test.context.event.EventPublishingTestExecutionListener@3e4afd10, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@22aefae0, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@20faaf77, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7440265c, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1d8be7b9, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@48277712, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@3d53e876]
